,0
2499,positive
2500,positive
2501,positive
2502,positive
2503,positive
2504,positive
2505,negative
2506,negative
2507,negative
2508,negative
2509,positive
2510,positive
2511,negative
2512,negative
2513,positive
2514,positive
2515,positive
2516,positive
2517,positive
2518,negative
2519,positive
2520,positive
2521,positive
2522,negative
2523,negative
2524,positive
2525,positive
2526,positive
2527,positive
2528,positive
2529,negative
2530,positive
2531,positive
2532,positive
2533,negative
2534,negative
2535,negative
2536,positive
2537,negative
2538,negative
2539,positive
2540,positive
2541,positive
2542,negative
2543,negative
2544,positive
2545,negative
2546,negative
2547,positive
2548,negative
2549,negative
2550,positive
2551,positive
2552,positive
2553,negative
2554,negative
2555,negative
2556,positive
2557,positive
2558,negative
2559,negative
2560,negative
2561,negative
2562,negative
2563,negative
2564,negative
2565,positive
2566,positive
2567,positive
2568,negative
2569,negative
2570,negative
2571,negative
2572,negative
2573,positive
2574,positive
2575,positive
2576,negative
2577,positive
2578,positive
2579,negative
2580,positive
2581,positive
2582,positive
2583,positive
2584,negative
2585,positive
2586,negative
2587,negative
2588,positive
2589,positive
2590,negative
2591,positive
2592,negative
2593,negative
2594,positive
2595,positive
2596,positive
2597,positive
2598,positive
2599,positive
2600,positive
2601,negative
2602,positive
2603,negative
2604,negative
2605,positive
2606,positive
2607,positive
2608,positive
2609,negative
2610,negative
2611,positive
2612,negative
2613,positive
2614,positive
2615,positive
2616,positive
2617,positive
2618,negative
2619,negative
2620,positive
2621,positive
2622,positive
2623,negative
2624,negative
2625,negative
2626,positive
2627,negative
2628,positive
2629,negative
2630,positive
2631,negative
2632,positive
2633,negative
2634,negative
2635,negative
2636,positive
2637,negative
2638,negative
2639,negative
2640,positive
2641,positive
2642,positive
2643,positive
2644,positive
2645,negative
2646,positive
2647,positive
2648,negative
2649,negative
2650,positive
2651,positive
2652,negative
2653,positive
2654,negative
2655,positive
2656,positive
2657,negative
2658,positive
2659,positive
2660,negative
2661,negative
2662,positive
2663,positive
2664,positive
2665,negative
2666,negative
2667,positive
2668,negative
2669,negative
2670,negative
2671,negative
2672,positive
2673,positive
2674,positive
2675,negative
2676,positive
2677,negative
2678,positive
2679,negative
2680,negative
2681,negative
2682,positive
2683,negative
2684,positive
2685,positive
2686,negative
2687,positive
2688,negative
2689,positive
2690,negative
2691,positive
2692,negative
2693,negative
2694,positive
2695,negative
2696,positive
2697,positive
2698,negative
2699,positive
2700,negative
2701,positive
2702,positive
2703,negative
2704,positive
2705,negative
2706,positive
2707,positive
2708,positive
2709,negative
2710,positive
2711,positive
2712,positive
2713,negative
2714,negative
2715,negative
2716,negative
2717,positive
2718,positive
2719,positive
2720,positive
2721,negative
2722,negative
2723,positive
2724,negative
2725,negative
2726,negative
2727,negative
2728,positive
2729,negative
2730,negative
2731,negative
2732,negative
2733,negative
2734,negative
2735,negative
2736,negative
2737,negative
2738,positive
2739,negative
2740,negative
2741,negative
2742,negative
2743,negative
2744,negative
2745,negative
2746,negative
2747,positive
2748,negative
2749,positive
2750,negative
2751,negative
2752,positive
2753,negative
2754,negative
2755,negative
2756,positive
2757,positive
2758,negative
2759,negative
2760,negative
2761,negative
2762,negative
2763,positive
2764,positive
2765,positive
2766,positive
2767,negative
2768,positive
2769,positive
2770,negative
2771,negative
2772,positive
2773,positive
2774,negative
2775,positive
2776,negative
2777,negative
2778,positive
2779,positive
2780,positive
2781,positive
2782,positive
2783,positive
2784,negative
2785,positive
2786,positive
2787,positive
2788,positive
2789,positive
2790,positive
2791,negative
2792,negative
2793,negative
2794,positive
2795,negative
2796,negative
2797,negative
2798,positive
2799,positive
2800,positive
2801,negative
2802,negative
2803,negative
2804,positive
2805,negative
2806,negative
2807,positive
2808,negative
2809,positive
2810,negative
2811,negative
2812,positive
2813,positive
2814,positive
2815,negative
2816,positive
2817,negative
2818,negative
2819,positive
2820,positive
2821,positive
2822,negative
2823,negative
2824,positive
2825,negative
2826,negative
2827,negative
2828,positive
2829,positive
2830,positive
2831,negative
2832,positive
2833,negative
2834,positive
2835,negative
2836,positive
2837,negative
2838,positive
2839,negative
2840,negative
2841,positive
2842,positive
2843,negative
2844,positive
2845,negative
2846,positive
2847,negative
2848,negative
2849,positive
2850,positive
2851,negative
2852,negative
2853,positive
2854,negative
2855,negative
2856,negative
2857,negative
2858,negative
2859,negative
2860,negative
2861,negative
2862,positive
2863,negative
2864,negative
2865,positive
2866,positive
2867,positive
2868,negative
2869,negative
2870,positive
2871,positive
2872,negative
2873,negative
2874,negative
2875,negative
2876,positive
2877,positive
2878,positive
2879,positive
2880,positive
2881,negative
2882,positive
2883,negative
2884,negative
2885,positive
2886,negative
2887,positive
2888,negative
2889,positive
2890,negative
2891,negative
2892,negative
2893,negative
2894,negative
2895,positive
2896,negative
2897,positive
2898,negative
2899,negative
2900,negative
2901,negative
2902,positive
2903,negative
2904,positive
2905,negative
2906,positive
2907,negative
2908,positive
2909,negative
2910,negative
2911,positive
2912,negative
2913,positive
2914,positive
2915,negative
2916,negative
2917,positive
2918,positive
2919,positive
2920,negative
2921,negative
2922,negative
2923,negative
2924,negative
2925,negative
2926,positive
2927,positive
2928,positive
2929,positive
2930,positive
2931,negative
2932,positive
2933,negative
2934,positive
2935,negative
2936,positive
2937,negative
2938,positive
2939,positive
2940,positive
2941,negative
2942,negative
2943,positive
2944,negative
2945,negative
2946,positive
2947,negative
2948,positive
2949,negative
2950,negative
2951,positive
2952,negative
2953,negative
2954,positive
2955,negative
2956,negative
2957,negative
2958,positive
2959,negative
2960,negative
2961,positive
2962,negative
2963,negative
2964,negative
2965,negative
2966,negative
2967,negative
2968,positive
2969,positive
2970,negative
2971,positive
2972,positive
2973,positive
2974,negative
2975,negative
2976,negative
2977,positive
2978,negative
2979,positive
2980,negative
2981,positive
2982,positive
2983,positive
2984,positive
2985,positive
2986,negative
2987,positive
2988,negative
2989,positive
2990,positive
2991,positive
2992,positive
2993,positive
2994,positive
2995,positive
2996,positive
2997,positive
2998,negative
2999,positive
3000,positive
3001,negative
3002,positive
3003,negative
3004,positive
3005,positive
3006,positive
3007,positive
3008,positive
3009,positive
3010,negative
3011,negative
3012,negative
3013,positive
3014,negative
3015,positive
3016,positive
3017,negative
3018,positive
3019,positive
3020,negative
3021,negative
3022,negative
3023,positive
3024,negative
3025,positive
3026,negative
3027,negative
3028,negative
3029,negative
3030,negative
3031,positive
3032,positive
3033,negative
3034,negative
3035,negative
3036,negative
3037,negative
3038,negative
3039,negative
3040,negative
3041,negative
3042,negative
3043,positive
3044,positive
3045,negative
3046,positive
3047,positive
3048,positive
3049,positive
3050,negative
3051,positive
3052,negative
3053,negative
3054,positive
3055,negative
3056,negative
3057,positive
3058,positive
3059,positive
3060,positive
3061,negative
3062,positive
3063,negative
3064,positive
3065,positive
3066,positive
3067,negative
3068,positive
3069,positive
3070,positive
3071,positive
3072,negative
3073,negative
3074,negative
3075,negative
3076,negative
3077,negative
3078,negative
3079,positive
3080,positive
3081,positive
3082,negative
3083,negative
3084,positive
3085,positive
3086,positive
3087,positive
3088,negative
3089,negative
3090,negative
3091,negative
3092,positive
3093,negative
3094,negative
3095,positive
3096,negative
3097,positive
3098,negative
3099,negative
3100,negative
3101,positive
3102,positive
3103,negative
3104,negative
3105,negative
3106,negative
3107,positive
3108,positive
3109,negative
3110,negative
3111,positive
3112,negative
3113,positive
3114,positive
3115,positive
3116,positive
3117,negative
3118,negative
3119,negative
3120,positive
3121,positive
3122,negative
3123,positive
3124,positive
3125,negative
3126,negative
3127,negative
3128,negative
3129,negative
3130,negative
3131,positive
3132,negative
3133,positive
3134,positive
3135,negative
3136,positive
3137,positive
3138,positive
3139,positive
3140,negative
3141,positive
3142,positive
3143,positive
3144,positive
3145,positive
3146,negative
3147,positive
3148,positive
3149,positive
3150,positive
3151,negative
3152,positive
3153,positive
3154,positive
3155,positive
3156,positive
3157,positive
3158,negative
3159,negative
3160,negative
3161,positive
3162,negative
3163,positive
3164,positive
3165,negative
3166,positive
3167,positive
3168,negative
3169,negative
3170,negative
3171,positive
3172,positive
3173,negative
3174,negative
3175,positive
3176,positive
3177,positive
3178,negative
3179,positive
3180,negative
3181,positive
3182,negative
3183,positive
3184,positive
3185,positive
3186,negative
3187,positive
3188,positive
3189,positive
3190,positive
3191,positive
3192,positive
3193,positive
3194,positive
3195,negative
3196,positive
3197,negative
3198,positive
3199,negative
3200,positive
3201,negative
3202,negative
3203,negative
3204,positive
3205,positive
3206,negative
3207,negative
3208,positive
3209,positive
3210,positive
3211,positive
3212,positive
3213,negative
3214,positive
3215,negative
3216,negative
3217,positive
3218,positive
3219,positive
3220,positive
3221,positive
3222,positive
3223,positive
3224,negative
3225,negative
3226,negative
3227,negative
3228,positive
3229,positive
3230,positive
3231,negative
3232,positive
3233,positive
3234,positive
3235,positive
3236,negative
3237,negative
3238,negative
3239,negative
3240,positive
3241,negative
3242,positive
3243,negative
3244,positive
3245,negative
3246,positive
3247,negative
3248,positive
3249,positive
3250,negative
3251,negative
3252,negative
3253,negative
3254,positive
3255,positive
3256,negative
3257,negative
3258,positive
3259,negative
3260,negative
3261,positive
3262,negative
3263,negative
3264,negative
3265,positive
3266,negative
3267,positive
3268,negative
3269,negative
3270,positive
3271,negative
3272,positive
3273,negative
3274,negative
3275,negative
3276,positive
3277,positive
3278,positive
3279,negative
3280,negative
3281,negative
3282,negative
3283,negative
3284,negative
3285,negative
3286,negative
3287,positive
3288,negative
3289,positive
3290,positive
3291,negative
3292,positive
3293,negative
